"Location	EG",EG
"3736353..3737177	0",0
"3737497..3739527	0",0
"3739705..3740958	0",0
"3741109..3741582	0",0
"3741684..3742532	0",0
"3742733..3743731	0",0
"3743743..3744210	0",0
"3744328..3744801	0",0
"3744804..3746081	0",0
"3746094..3747080	0",0
"3747084..3748580	0",0
"3748577..3749239	0",0
"3749232..3750092	0",0
"3750086..3750781	0",0
"3751128..3751868	0",0
"3751992..3752966	0",0
"3752963..3754099	0",0
"3754105..3754428	0",0
"3754973..3756511	0",0
"3756676..3757827	0",0
"3758017..3759861	0",0
"3759858..3761249	0",0
"3761347..3761955	0",0
"3762183..3766316	0",0
"3766337..3767179	0",0
"3768177..3768638	0",0
"3770243..3771379	0",0
"3771382..3771744	0",0
"3772281..3774194	0",0
"3774424..3775572	0",0
"3775572..3776159	0",0
"3776171..3776380	0",0
"3776665..3777027	0",0
"3777399..3779054	0",0
"3779054..3779830	0",0
"3779827..3781017	0",0
"3781215..3781688	0",0
"3781741..3782562	0",0
"3782642..3783661	1",1
"3783661..3784128	0",0
"3784191..3784442	0",0
"3784584..3785015	0",0
"3785260..3786804	0",0
"3786838..3788097	0",0
"3788101..3789060	0",0
"3789047..3790081	0",0
"3790320..3791345	0",0
"3791355..3792551	0",0
"3792826..3793683	0",0
"3793987..3794919	0",0
"3794929..3795975	0",0
"3795979..3796938	0",0
"3796948..3798207	0",0
"3798239..3799312	1",1
"3799345..3800196	0",0
"3800267..3800965	0",0
"3800983..3801999	0",0
"3802039..3803058	0",0
"3803058..3804137	0",0
"3804181..3805116	0",0
"3805153..3805950	0",0
"3805943..3807067	0",0
"3807064..3808098	0",0
"3808540..3809817	1",1
"3809825..3810304	1",1
"3810343..3811152	0",0
"3811250..3811417	0",0
"3811438..3811674	1",1
"3811891..3812559	0",0
"3812731..3813951	1",1
"3813932..3814387	1",1
"3814494..3815090	0",0
"3815127..3815768	0",0
"3816676..3817539	0",0
"3817760..3818584	0",0
"3818874..3819491	0",0
"3819488..3821170	0",0
"3821428..3822051	1",1
"3822106..3822381	0",0
"3822400..3824508	1",1
"3824515..3825204	0",0
"3825210..3827291	0",0
"3827460..3828665	0",0
"3828945..3830336	0",0
"3830457..3832166	0",0
"3832219..3834537	0",0
"3834547..3835929	0",0
"3836953..3838137	0",0
"3838248..3839171	0",0
"3839175..3839993	0",0
"3840215..3840508	0",0
"3840549..3841739	0",0
"3841950..3842402	0",0
"3842455..3843789	0",0
"3843964..3845730	0",0
"3845776..3847167	0",0
"3847305..3848624	0",0
"3848634..3850136	0",0
"3850136..3850726	0",0
"3850802..3851092	0",0
"3851096..3852784	0",0
"3852890..3852988	0",0
"3853553..3853642	0",0
"3853922..3855106	0",0
"3855114..3855611	0",0
"3855608..3855970	0",0
"3855960..3856307	0",0
"3856415..3856864	0",0
"3856911..3858404	0",0
"3858401..3860116	0",0
"3860283..3861176	0",0
"3863899..3864615	0",0
"3864612..3866273	0",0
"3866469..3866897	0",0
"3867009..3867422	0",0
"3867728..3868060	0",0
"3868062..3869309	0",0
"3869377..3870441	0",0
"3870438..3871730	0",0
"3871850..3872998	0",0
"3872995..3873612	0",0
"3873596..3874474	0",0
"3874471..3875160	0",0
"3875438..3876094	0",0
"3876140..3876952	0",0
"3877067..3877465	0",0
"3877705..3880119	1",1
"3880148..3881221	0",0
"3881221..3882321	1",1
"3882326..3883729	1",1
"3884336..3884476	1",1
"3884493..3884852	1",1
"3884816..3885073	0",0
"3885076..3886722	1",1
"3886828..3888192	0",0
"3888435..3888509	0",0
"3888730..3890145	0",0
"3890236..3891483	1",1
"3891615..3892790	0",0
"3892765..3893724	0",0
"3893881..3894630	0",0
"3894652..3895218	0",0
"3895272..3896609	0",0
"3896774..3897439	0",0
"3897506..3897973	0",0
"3898022..3898609	0",0
"3898671..3899393	0",0
"3899408..3900577	0",0
"3900604..3902220	0",0
"3902289..3903701	0",0
"3903720..3905597	0",0
"3905731..3906567	0",0
"3906853..3907578	0",0
"3907593..3908366	0",0
"3908549..3909439	0",0
"3909439..3910398	0",0
"3910485..3911525	0",0
"3911839..3913668	1",1
"3913830..3915200	1",1
"3915553..3915972	0",0
"3915993..3917375	0",0
"3917402..3918265	0",0
"3918316..3919857	0",0
"3919870..3920403	0",0
"3920418..3920888	0",0
"3920950..3921189	0",0
"3921236..3922051	0",0
"3922060..3922440	0",0
"3923057..3923680	0",0
"3923744..3925633	0",0
"3926012..3926455	0",0
"3926545..3927003	0",0
"3927155..3928147	0",0
"3928152..3929603	0",0
"3929597..3931093	0",0
"3931316..3933184	0",0
"3933351..3933770	0",0
"3933778..3935283	0",0
"3935288..3936253	0",0
"3936278..3937168	0",0
"3937294..3938223	0",0
"3938227..3939219	0",0
"3939185..3940612	0",0
"3940635..3941327	0",0
"3947128..3947967	0",0
"3948086..3948424	0",0
"3948449..3949969	0",0
"3950322..3950420	0",0
"3950507..3950557	0",0
"3952201..3952464	0",0
"3952484..3953413	0",0
"3953478..3955328	0",0
"3955331..3956875	0",0
"3956927..3957820	0",0
"3957970..3959445	0",0
"3959532..3959813	0",0
"3960677..3962698	0",0
"3962745..3964229	0",0
"3964365..3965630	0",0
"3965761..3966090	0",0
"3966417..3967676	0",0
"3967916..3969019	0",0
"3969031..3970077	0",0
"3970133..3971263	0",0
"3971260..3972522	0",0
"3972522..3973589	0",0
"3973608..3974489	0",0
"3974467..3975141	0",0
"3975146..3976276	0",0
"3976278..3977528	0",0
"3977525..3978604	0",0
"3978601..3979953	1",1
"3979956..3980696	0",0
"3980887..3982272	0",0
"3982958..3984193	0",0
"3984352..3986007	0",0
"3986686..3987882	0",0
"3987885..3989066	0",0
"3989088..3989828	1",1
"3989825..3990766	1",1
"3991153..3993699	0",0
"3993739..3994059	0",0
"3994522..3994725	0",0
"3994762..3995586	0",0
"3995583..3996290	0",0
"3996287..3997183	0",0
"3997183..3997899	0",0
"3997983..4000145	0",0
"4000292..4001056	0",0
"4001426..4002376	0",0
"4002419..4002799	0",0
"4002813..4003193	0",0
"4003288..4004178	0",0
"4004230..4004697	0",0
"4004862..4005731	0",0
"4005864..4007693	0",0
"4007757..4008377	0",0
"4008439..4009059	0",0
"4009170..4010192	0",0
"4010200..4011000	0",0
"4011076..4011975	0",0
"4011863..4012816	0",0
"4013053..4015314	0",0
"4015354..4016169	0",0
"4016431..4017192	0",0
"4017333..4018760	0",0
"4018855..4019610	0",0
"4019624..4020229	1",1
"4020226..4021866	1",1
"4021945..4022214	0",0
"4022218..4022733	0",0
"4022736..4023512	0",0
"4023554..4024336	0",0
"4024333..4024821	0",0
"4024988..4026481	1",1
"4026527..4027228	0",0
"4027609..4028772	0",0
"4028782..4030971	0",0
"4031161..4032492	0",0
"4032492..4033106	0",0
"4033145..4034596	0",0
"4034608..4035153	1",1
"4040906..4041433	0",0
"4041415..4041999	0",0
"4042069..4042338	0",0
"4042415..4043401	0",0
"4043418..4044044	0",0
"4044199..4045629	0",0
"4045670..4046602	0",0
"4046966..4049752	0",0
"4050133..4050765	1",1
"4051347..4051856	0",0
"4052045..4053418	0",0
"4053647..4053757	0",0
"4053869..4055278	0",0
"4055290..4056339	0",0
"4056625..4058034	0",0
"4058407..4060230	0",0
"4060447..4061157	0",0
"4061165..4062145	0",0
"4062247..4063512	0",0
"4063603..4064295	0",0
"4064363..4065766	0",0
"4065809..4067194	0",0
"4067240..4069276	0",0
"4069475..4070401	0",0
"4070515..4071756	0",0
"4071773..4072651	0",0
"4072675..4073571	0",0
"4073739..4074635	0",0
"4074669..4075454	0",0
"4075553..4076152	0",0
"4076146..4077018	0",0
"4077015..4077452	0",0
"4077449..4078438	0",0
"4079297..4079509	0",0
"4079751..4079969	0",0
"4080299..4081228	0",0
"4081225..4081860	0",0
"4081857..4082759	0",0
"4082772..4085822	0",0
"4086016..4086849	0",0
"4087002..4088057	0",0
"4088107..4089855	0",0
"4089855..4090925	0",0
"4090915..4092366	0",0
"4092377..4092823	0",0
"4093124..4093438	0",0
"4093448..4094272	0",0
"4094723..4095982	0",0
"4095979..4097448	0",0
"4097736..4098572	0",0
"4098646..4099494	0",0
"4099491..4100525	0",0
"4100810..4101430	0",0
"4101690..4102673	0",0
"4102822..4103496	0",0
"4103602..4104975	0",0
"4104972..4105670	0",0
"4105820..4106320	0",0
"4106469..4107371	0",0
"4107552..4108514	0",0
"4108834..4109823	0",0
"4109930..4110685	0",0
"4110740..4111507	0",0
"4111615..4112214	0",0
"4112315..4112755	0",0
"4112967..4113266	0",0
"4113293..4113721	0",0
"4113726..4114472	0",0
"4114569..4115579	0",0
"4115714..4117222	0",0
"4117245..4118090	0",0
"4118515..4118760	0",0
"4118845..4119330	0",0
"4119423..4120349	0",0
"4120416..4121747	0",0
"4121757..4122287	0",0
"4122380..4123339	1",1
"4123431..4124456	0",0
"4124612..4126810	0",0
"4127013..4127225	0",0
"4127286..4127894	0",0
"4128078..4128395	0",0
"4128672..4129832	0",0
"4129835..4132267	0",0
"4132616..4133506	0",0
"4133835..4136015	0",0
"4136108..4137013	0",0
"4137040..4137657	0",0
"4137932..4139035	0",0
"4139046..4139708	0",0
"4139720..4142221	0",0
"4142530..4143609	0",0
"4143624..4143944	0",0
"4143995..4146292	0",0
"4146258..4147136	0",0
"4147138..4147479	0",0
"4147466..4148317	0",0
"4148532..4150265	0",0
"4150447..4153098	0",0
"4153696..4154847	0",0
"4155001..4156005	0",0
"4156013..4156789	0",0
"4156850..4158223	0",0
"4158490..4159407	0",0
"4159390..4160790	0",0
"4161124..4161771	0",0
"4161771..4162130	0",0
"4162170..4163270	0",0
"4163639..4165483	0",0
"4165428..4166285	1",1
"4172057..4173085	1",1
"4173082..4174047	1",1
"4174076..4175026	0",0
"4175944..4177128	0",0
"4177358..4177741	1",1
"4177743..4178288	1",1
"4178447..4178875	0",0
"4178879..4179583	0",0
"4179996..4180493	1",1
"4180560..4180925	1",1
"4181245..4185273	1",1
"4185350..4189573	1",1
"4189786..4190325	0",0
"4190735..4191868	0",0
"4191865..4192635	0",0
"4192637..4192837	0",0
"4192821..4193576	0",0
"4193569..4194204	0",0
"4194204..4196099	0",0
"4196332..4196808	0",0
"4196903..4197676	0",0
"4197716..4198780	0",0
"4198790..4199461	0",0
"4199504..4200094	0",0
"4200281..4200553	0",0
"4200566..4201261	0",0
"4201263..4201688	0",0
"4201926..4203323	0",0
"4203320..4204645	0",0
"4204642..4205931	0",0
"4205943..4207532	0",0
"4213234..4213617	0",0
"4213680..4214123	0",0
"4214280..4215209	0",0
"4215478..4217079	0",0
"4217109..4218413	0",0
"4218596..4220332	0",0
"4220301..4222487	0",0
"4222804..4223628	0",0
"4223828..4227511	0",0
"4227731..4229362	0",0
"4229453..4230142	0",0
"4230354..4231226	0",0
"4231359..4231631	0",0
"4231884..4233233	0",0
"4233758..4235407	0",0
"4235906..4236148	0",0
"4236262..4236900	0",0
"4236897..4237634	0",0
"4237634..4239730	0",0
"4239777..4240055	0",0
"4240325..4240735	0",0
"4240779..4242254	0",0
"4242626..4243516	0",0
"4243531..4245075	0",0
"4245229..4246419	0",0
"4246784..4247899	0",0
"4247971..4249311	0",0
"4249554..4250474	0",0
"4252506..4253003	0",0
"4253016..4253888	1",1
"4254043..4256466	1",1
"4256637..4257005	0",0
"4257115..4257723	1",1
"4257742..4259121	0",0
"4259237..4259446	0",0
"4259488..4260003	0",0
"4260321..4260575	0",0
"4260599..4261306	0",0
"4261669..4262706	0",0
"4262840..4263082	0",0
"4263248..4264231	0",0
"4264314..4265729	1",1
"4265782..4266861	0",0
"4267114..4268307	0",0
"4268809..4269012	0",0
"4269414..4270127	0",0
"4270238..4270654	0",0
"4270658..4271014	0",0
"4271049..4273871	0",0
"4274125..4274661	1",1
"4274760..4275041	0",0
"4275471..4277057	0",0
"4277060..4277383	0",0
"4277469..4277933	0",0
"4278479..4279828	0",0
"4279980..4281629	0",0
"4281783..4283075	0",0
"4283253..4284902	0",0
"4284899..4285213	0",0
"4285413..4287371	0",0
"4287764..4289200	0",0
"4289245..4289811	0",0
"4289808..4290479	0",0
"4290476..4291432	0",0
"4291512..4293170	0",0
"4293163..4293546	0",0
"4293543..4294139	0",0
"4294481..4295794	0",0
"4296436..4297125	0",0
"4297219..4299366	0",0
"4299564..4301030	0",0
"4301027..4303078	0",0
"4303078..4304109	0",0
"4304128..4304403	0",0
"4304612..4306597	0",0
"4306870..4307799	1",1
"4307783..4308478	0",0
"4308489..4309469	0",0
"4309448..4310980	0",0
"4311107..4312042	0",0
"4312101..4312991	0",0
"4313350..4313799	0",0
"4313868..4314197	0",0
"4314344..4315102	0",0
"4315104..4315538	0",0
"4315525..4316082	0",0
"4316082..4317218	0",0
"4317215..4317895	0",0
"4318006..4318764	0",0
"4318761..4319606	0",0
"4319599..4320663	0",0
"4320663..4321247	0",0
"4321244..4321696	0",0
"4321697..4322422	0",0
"4323336..4324352	0",0
"4324377..4325165	0",0
"4325298..4325741	0",0
"4326399..4326734	0",0
"4327135..4329363	0",0
"4329360..4330238	0",0
"4330502..4332004	0",0
"4332116..4332205	0",0
"4332181..4333272	0",0
"4333282..4333950	0",0
"4333947..4335590	0",0
"4335694..4337031	0",0
"4337168..4337929	0",0
"4338254..4340521	0",0
"4340720..4341628	0",0
"4341911..4343266	0",0
"4343369..4344790	0",0
"4344929..4345558	0",0
"4345680..4347326	0",0
"4347404..4348744	0",0
"4349315..4350034	0",0
"4350031..4351662	0",0
"4351843..4352073	0",0
"4352085..4352357	0",0
"4352584..4352880	0",0
"4352908..4353081	0",0
"4353200..4354717	0",0
"4354954..4356411	0",0
"4356470..4358617	0",0
"4358697..4360031	0",0
"4360396..4361934	0",0
"4362733..4363308	0",0
"4363345..4365042	0",0
"4365018..4365356	0",0
"4365472..4366773	0",0
"4366891..4368327	0",0
"4368664..4369140	0",0
"4369156..4370412	0",0
"4370688..4370981	1",1
"4371025..4372671	0",0
"4372809..4373162	0",0
"4373365..4374234	0",0
"4374629..4375657	0",0
"4375699..4376265	0",0
"4376317..4376442	0",0
"4376553..4376699	0",0
"4376875..4377192	0",0
"4377189..4377722	0",0
"4377811..4378944	0",0
"4379007..4379366	0",0
"4379377..4379772	0",0
"4379783..4380517	0",0
"4380510..4382318	0",0
"4382643..4383620	0",0
"4383839..4385341	0",0
"4385393..4385707	0",0
"4385704..4386018	0",0
"4386047..4389370	0",0
"4389392..4390360	1",1
"4390457..4391509	0",0
"4391604..4392149	1",1
"4392892..4392945	0",0
"4392928..4394067	0",0
"4394066..4395613	0",0
"4395585..4396046	1",1
"4396065..4397402	0",0
"4397412..4399259	0",0
"4399252..4400202	0",0
"4400288..4400596	0",0
"4400672..4401952	0",0
"4402038..4403297	0",0
"4403300..4404304	0",0
"4404386..4404583	0",0
"4404687..4405985	0",0
"4406190..4406615	0",0
"4406654..4409095	0",0
"4409275..4410006	0",0
"4410133..4410534	0",0
"4410553..4411251	0",0
"4411302..4411961	0",0
"4411979..4412377	0",0
"4412387..4413025	0",0
"4413028..4414191	0",0
"4414275..4415900	0",0
"4416017..4416292	0",0
"4416441..4416770	0",0
"4416952..4417701	0",0
"4417698..4418453	0",0
"4418561..4419625	0",0
"4419980..4421377	0",0
"4421393..4421698	0",0
"4421708..4422172	0",0
"4422186..4422836	0",0
"4422846..4423700	0",0
"4423700..4424386	0",0
"4424516..4424791	0",0
"4425118..4425513	0",0
"4425520..4425834	0",0
"4425839..4426066	1",1
"4426108..4426557	0",0
"4426628..4427422	0",0
"4428079..4428717	0",0
"4428935..4429555	0",0
"4429864..4431276	0",0
"4431321..4431983	0",0
"4432091..4433056	0",0
"4433164..4434024	0",0
"4434113..4434493	0",0
"4434622..4436565	0",0
"4436755..4437495	0",0
"4437707..4438645	0",0
"4438708..4439262	0",0
"4439587..4439793	0",0
"4439872..4441215	0",0
"4441538..4442176	0",0
"4442382..4444115	0",0
"4444112..4447891	0",0
"4447894..4448235	0",0
"4448447..4448698	1",1
"4448692..4449042	0",0
"4449122..4449652	1",1
"4449962..4450918	0",0
"4451058..4452560	0",0
"4452571..4453596	0",0
"4453583..4454578	0",0
"4454611..4455609	0",0
"4455785..4457158	0",0
"4457314..4457865	0",0
"4457959..4459311	0",0
"4459900..4460364	0",0
"4460522..4462660	0",0
"4463054..4464709	0",0
"4464759..4466180	0",0
"4466299..4467246	0",0
"4467431..4467484	0",0
"4467625..4470321	0",0
"4470527..4470913	0",0
"4470986..4471447	0",0
"4471460..4472395	0",0
"4472399..4472533	0",0
"4472814..4473209	0",0
"4473340..4474053	0",0
"4474124..4474717	0",0
"4474862..4475314	0",0
"4475437..4477251	0",0
"4477307..4478311	0",0
"4478473..4478889	0",0
"4479034..4479537	0",0
"4479730..4480926	0",0
"4480982..4483837	1",1
"4483837..4484280	0",0
"4484440..4485951	0",0
"4486218..4487318	1",1
"4487318..4488400	1",1
"4488561..4490063	0",0
"4490141..4491139	0",0
"4491206..4492525	0",0
"4492587..4493351	0",0
"4493375..4494406	0",0
"4494623..4495186	0",0
"4495190..4496209	0",0
"4498272..4498637	0",0
"4498595..4499500	0",0
"4501260..4501589	0",0
"4502103..4503431	0",0
"4504058..4505275	0",0
"4505287..4506405	0",0
"4506448..4506573	0",0
"4507466..4508617	0",0
"4510690..4511457	0",0
"4511458..4512414	0",0
"4512411..4513409	0",0
"4513406..4514308	0",0
"4514353..4516677	0",0
"4516764..4517717	0",0
"4517714..4518235	0",0
"4518527..4518802	0",0
"4519338..4520324	0",0
"4520671..4522020	0",0
"4522127..4524094	0",0
"4524105..4525010	0",0
"4525015..4525803	0",0
"4526106..4526888	0",0
"4526905..4527537	0",0
"4527549..4527980	0",0
"4528111..4528917	0",0
"4528930..4530243	0",0
"4530255..4530533	0",0
"4530530..4531651	0",0
"4532437..4533183	0",0
"4533239..4533784	0",0
"4533796..4534053	0",0
"4536614..4537594	0",0
"4537659..4538765	0",0
"4538785..4539501	0",0
"4540957..4541559	0",0
"4542037..4542633	0",0
"4543115..4543663	0",0
"4543728..4544267	0",0
"4544304..4545029	0",0
"4545096..4547732	0",0
"4547742..4548272	0",0
"4548285..4548788	0",0
"4548808..4549710	0",0
"4549953..4551296	0",0
"4551636..4552820	0",0
"4552901..4554361	0",0
"4554576..4555349	0",0
"4555490..4556320	0",0
"4556993..4557385	0",0
"4557378..4558289	0",0
"4558354..4559526	0",0
"4559539..4560000	0",0
"4559997..4560680	0",0
"4560930..4561484	0",0
"4561497..4562675	0",0
"4562743..4563603	0",0
"4563922..4564689	0",0
"4564699..4565850	0",0
"4565966..4567246	0",0
"4567287..4568519	0",0
"4570162..4571574	0",0
"4571751..4571915	0",0
"4576912..4577958	0",0
"4577958..4579337	0",0
"4579499..4579840	0",0
"4580068..4581462	0",0
"4581459..4583048	0",0
"4583249..4586761	0",0
"4586949..4587863	0",0
"4587909..4588865	0",0
"4588876..4589079	0",0
"4589129..4591279	0",0
"4591657..4593312	0",0
"4593361..4594722	0",0
"4594937..4595851	0",0
"4595990..4597012	0",0
"4597150..4599441	0",0
"4599695..4600189	0",0
"4600238..4600975	1",1
"4600978..4601517	0",0
"4601624..4602097	0",0
"4602088..4602858	0",0
"4603477..4604202	0",0
"4604160..4604837	0",0
"4604875..4605663	0",0
"4605804..4606040	0",0
"4606669..4607700	0",0
"4607803..4608216	0",0
"4608185..4608631	0",0
"4608646..4609323	0",0
"4609414..4611003	0",0
"4611396..4612001	0",0
"4612128..4612289	0",0
"4612411..4613484	0",0
"4613481..4614260	0",0
"4614680..4615543	0",0
"4615515..4617065	0",0
"4617323..4618102	0",0
"4618229..4619551	0",0
"4619603..4620826	0",0
"4620883..4621602	0",0
"4621769..4623100	0",0
"4623101..4624117	0",0
"4624145..4624789	0",0
"4624895..4625863	0",0
"4625912..4627294	0",0
"4627315..4628547	0",0
"4628855..4630522	0",0
"4630733..4632670	0",0
"4632760..4633086	0",0
"4633233..4633745	0",0
"4633797..4634444	0",0
"4634441..4635310	0",0
"4635521..4635994	0",0
"4636007..4636696	0",0
"4636696..4638120	0",0
"4638178..4639530	0",0
"4639590..4640306	0",0
"4640402..4640542	0",0
"4640942..4641628	0",0
